Pageranking,"	URL"
0.7,https://www.cbsnews.com
0.7,https://www.cnbc.com
0.6,https://www.newscientist.com
0.6,https://pittsburgh.cbslocal.com
0.6,https://www.donaldjtrump.com
0.5,https://www.politicshome.com
0.5,http://veronews.com
0.5,https://www.manorisd.net/
0.5,https://www.wcvb.com
0.5,https://thewest.com.au
